years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted,Candidate Score,Candidate Rank,Fit Level,Prediction
6,85.6,2,9,694,155,Shortlisted,96.0,9.0,High Fit,Shortlisted
11,69.6,0,19,842,610,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,55.0,0,6,429,311,Rejected,5.5,190.0,Low Fit,Rejected
1,71.8,0,4,446,68,Rejected,1.0,199.0,Low Fit,Rejected
3,76.7,2,4,386,208,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
1,70.2,2,4,327,119,Rejected,0.5,200.0,Low Fit,Rejected
2,52.5,3,11,445,168,Shortlisted,81.5,38.0,High Fit,Shortlisted
9,73.5,2,10,602,285,Shortlisted,99.0,3.0,High Fit,Shortlisted
11,93.6,2,15,470,441,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,99.5,2,4,431,245,Rejected,24.5,152.0,Low Fit,Rejected
3,94.4,2,3,416,141,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
5,60.5,0,8,752,308,Rejected,14.5,172.0,Low Fit,Rejected
11,69.6,0,10,775,337,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,91.2,2,5,410,248,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
9,88.3,2,8,627,351,Shortlisted,99.0,3.0,High Fit,Shortlisted
13,76.5,0,10,900,426,Shortlisted,98.5,4.0,High Fit,Shortlisted
0,63.2,2,4,342,85,Rejected,0.0,201.0,,Rejected
0,46.3,3,5,452,110,Rejected,0.0,201.0,,Rejected
15,100.0,2,12,681,400,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,94.5,0,7,678,204,Shortlisted,87.5,26.0,High Fit,Shortlisted
8,100.0,2,13,592,361,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,77.9,1,9,430,273,Rejected,19.0,163.0,Low Fit,Rejected
8,68.7,0,9,445,301,Shortlisted,99.0,3.0,High Fit,Shortlisted
10,94.7,2,12,473,359,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,95.2,2,11,385,255,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,87.7,0,17,499,375,Shortlisted,99.0,3.0,High Fit,Shortlisted
11,96.0,2,9,759,349,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,72.4,0,4,229,236,Rejected,20.5,160.0,Low Fit,Rejected
8,63.7,2,13,628,326,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,100.0,2,17,741,576,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,59.0,0,3,540,0,Rejected,0.0,201.0,,Rejected
10,95.7,0,10,742,374,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,100.0,3,14,635,553,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,85.1,0,7,592,346,Shortlisted,88.0,25.0,High Fit,Shortlisted
6,87.1,0,9,722,266,Shortlisted,97.0,7.0,High Fit,Shortlisted
15,73.5,0,9,813,486,Shortlisted,99.0,3.0,High Fit,Shortlisted
5,52.1,1,5,432,23,Rejected,1.5,198.0,Low Fit,Rejected
4,88.2,2,10,438,245,Shortlisted,98.5,4.0,High Fit,Shortlisted
3,55.3,0,6,432,0,Rejected,1.5,198.0,Low Fit,Rejected
6,53.1,2,14,462,315,Shortlisted,97.5,6.0,High Fit,Shortlisted
2,36.6,0,6,528,166,Rejected,1.0,199.0,Low Fit,Rejected
7,72.0,2,11,326,396,Shortlisted,97.5,6.0,High Fit,Shortlisted
1,59.8,2,5,507,188,Rejected,1.5,198.0,Low Fit,Rejected
0,72.5,0,9,420,280,Rejected,17.5,166.0,Low Fit,Rejected
10,70.2,3,15,641,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,75.7,1,7,255,87,Rejected,5.0,191.0,Low Fit,Rejected
8,59.1,2,10,373,413,Shortlisted,97.5,6.0,High Fit,Shortlisted
4,55.2,3,12,584,245,Rejected,30.5,140.0,Low Fit,Rejected
10,83.3,2,12,726,421,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,76.0,2,14,581,430,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,65.7,1,5,549,142,Rejected,2.0,197.0,Low Fit,Rejected
6,47.4,1,7,598,227,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
14,86.3,1,15,900,518,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,41.8,3,6,150,162,Rejected,2.5,196.0,Low Fit,Rejected
7,46.1,3,10,577,341,Shortlisted,88.0,25.0,High Fit,Shortlisted
13,100.0,0,15,761,416,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,85.2,0,9,372,189,Shortlisted,95.5,10.0,High Fit,Shortlisted
11,79.4,0,13,515,528,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,35.2,0,10,421,219,Rejected,10.0,181.0,Low Fit,Rejected
11,72.6,0,10,689,374,Shortlisted,99.5,2.0,High Fit,Shortlisted
10,88.0,2,8,569,321,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,60.3,2,11,588,234,Shortlisted,79.0,43.0,Medium Fit,Shortlisted
0,84.7,2,2,542,0,Rejected,7.0,187.0,Low Fit,Rejected
4,78.7,2,7,336,236,Shortlisted,90.0,21.0,High Fit,Shortlisted
11,69.4,2,10,724,325,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,53.3,2,13,813,345,Shortlisted,86.5,28.0,High Fit,Shortlisted
9,88.6,0,14,605,350,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,76.1,0,12,361,391,Rejected,28.0,145.0,Low Fit,Rejected
12,92.8,0,11,837,472,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,100.0,2,15,519,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,93.9,3,19,662,593,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,64.7,2,12,328,268,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
3,82.5,3,8,452,138,Shortlisted,99.0,3.0,High Fit,Shortlisted
8,87.5,1,5,337,387,Shortlisted,92.5,16.0,High Fit,Shortlisted
3,77.6,2,11,494,267,Shortlisted,90.5,20.0,High Fit,Shortlisted
4,69.7,2,6,434,208,Shortlisted,85.5,30.0,High Fit,Shortlisted
10,95.8,2,19,659,530,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,80.4,3,10,403,204,Shortlisted,96.5,8.0,High Fit,Shortlisted
15,83.9,2,16,771,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,59.3,0,2,347,23,Rejected,0.0,201.0,,Rejected
0,52.7,0,3,375,47,Rejected,0.0,201.0,,Rejected
8,76.0,2,10,589,262,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,68.3,3,8,582,387,Shortlisted,95.5,10.0,High Fit,Shortlisted
3,74.0,1,6,524,159,Rejected,17.0,167.0,Low Fit,Rejected
12,88.5,2,14,837,387,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,2,16,900,590,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,66.7,0,2,402,0,Rejected,0.0,201.0,,Rejected
15,74.0,0,19,720,623,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,100.0,0,7,780,450,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,70.1,0,9,667,293,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,78.1,0,17,703,593,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,66.7,0,8,423,352,Rejected,21.5,158.0,Low Fit,Rejected
5,71.0,0,9,501,229,Shortlisted,76.5,48.0,Medium Fit,Shortlisted
11,100.0,2,18,755,470,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,70.2,2,6,404,43,Rejected,2.5,196.0,Low Fit,Rejected
11,76.0,2,13,535,494,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,100.0,0,10,703,428,Shortlisted,99.5,2.0,High Fit,Shortlisted
4,48.5,3,10,431,347,Rejected,20.5,160.0,Low Fit,Rejected
14,82.0,2,25,402,712,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,60.7,3,5,382,149,Shortlisted,20.5,160.0,Low Fit,Rejected
3,63.4,0,9,478,219,Rejected,9.5,182.0,Low Fit,Rejected
0,66.4,2,5,322,107,Rejected,0.0,201.0,,Rejected
13,93.8,2,18,756,620,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,79.8,0,9,585,295,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,92.9,0,8,653,330,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,74.3,2,14,834,345,Shortlisted,97.0,7.0,High Fit,Shortlisted
3,82.8,0,3,334,115,Rejected,5.0,191.0,Low Fit,Rejected
1,35.3,0,5,321,38,Rejected,0.0,201.0,,Rejected
13,45.2,0,15,706,523,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,88.4,2,8,587,317,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,66.0,3,8,535,101,Shortlisted,47.0,107.0,Low Fit,Rejected
8,100.0,2,11,542,295,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,94.9,2,13,435,418,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,70.3,0,6,303,137,Rejected,2.5,196.0,Low Fit,Rejected
6,65.9,2,14,517,302,Shortlisted,99.0,3.0,High Fit,Shortlisted
6,79.6,0,14,594,265,Shortlisted,93.0,15.0,High Fit,Shortlisted
9,73.3,2,12,662,425,Shortlisted,99.5,2.0,High Fit,Shortlisted
12,82.4,0,18,750,624,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,58.6,0,9,601,193,Rejected,7.0,187.0,Low Fit,Rejected
1,63.4,0,4,493,16,Rejected,1.0,199.0,Low Fit,Rejected
10,77.5,2,11,678,457,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,96.0,3,7,481,288,Shortlisted,99.0,3.0,High Fit,Shortlisted
3,70.3,0,5,480,139,Rejected,10.5,180.0,Low Fit,Rejected
7,63.9,0,6,528,198,Rejected,12.0,177.0,Low Fit,Rejected
13,80.5,2,25,900,762,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,44.2,2,9,717,194,Rejected,10.0,181.0,Low Fit,Rejected
7,42.2,0,6,688,219,Rejected,18.5,164.0,Low Fit,Rejected
15,100.0,0,12,900,434,Shortlisted,99.0,3.0,High Fit,Shortlisted
10,72.2,0,10,617,319,Shortlisted,96.5,8.0,High Fit,Shortlisted
15,73.0,2,8,900,351,Shortlisted,95.5,10.0,High Fit,Shortlisted
9,82.2,0,19,700,449,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,54.7,0,8,398,261,Rejected,4.0,193.0,Low Fit,Rejected
6,64.0,1,8,601,224,Rejected,34.5,132.0,Low Fit,Rejected
6,53.9,2,11,540,256,Shortlisted,96.5,8.0,High Fit,Shortlisted
11,96.7,3,17,676,435,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,82.3,3,18,670,425,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,72.7,2,8,539,115,Shortlisted,71.0,59.0,Medium Fit,Shortlisted
9,72.8,2,9,798,223,Shortlisted,93.5,14.0,High Fit,Shortlisted
3,67.2,0,7,479,187,Rejected,11.5,178.0,Low Fit,Rejected
9,57.4,2,10,419,259,Rejected,94.5,12.0,High Fit,Shortlisted
3,93.1,1,5,314,225,Rejected,28.5,144.0,Low Fit,Rejected
14,95.5,2,18,752,495,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,3,11,736,438,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,81.3,2,12,712,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,59.8,0,12,900,380,Rejected,29.0,143.0,Low Fit,Rejected
4,61.9,2,10,528,134,Shortlisted,88.5,24.0,High Fit,Shortlisted
13,90.3,3,7,699,271,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,65.8,0,11,408,277,Shortlisted,85.5,30.0,High Fit,Shortlisted
15,100.0,2,15,763,460,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,72.7,0,22,761,671,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,56.2,2,4,438,122,Rejected,0.0,201.0,,Rejected
12,87.7,1,13,636,401,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,39.7,0,11,296,285,Rejected,5.0,191.0,Low Fit,Rejected
2,64.6,2,10,545,152,Shortlisted,81.0,39.0,High Fit,Shortlisted
1,61.6,0,4,520,98,Rejected,0.0,201.0,,Rejected
9,82.0,0,12,643,422,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,88.5,2,12,814,433,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,100.0,2,17,497,411,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,74.2,0,10,817,464,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,51.6,2,6,432,188,Rejected,3.0,195.0,Low Fit,Rejected
15,100.0,2,17,900,660,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,66.6,2,11,348,254,Shortlisted,81.0,39.0,High Fit,Shortlisted
7,80.5,2,8,842,259,Shortlisted,86.5,28.0,High Fit,Shortlisted
14,59.9,1,17,835,684,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,100.0,0,11,402,258,Shortlisted,99.5,2.0,High Fit,Shortlisted
11,86.3,0,12,794,431,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,33.8,0,5,225,222,Rejected,0.0,201.0,,Rejected
4,74.7,0,6,358,85,Rejected,9.5,182.0,Low Fit,Rejected
9,58.9,0,9,610,282,Shortlisted,86.5,28.0,High Fit,Shortlisted
5,85.2,2,10,515,153,Shortlisted,88.0,25.0,High Fit,Shortlisted
4,49.5,2,7,455,203,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
3,86.1,3,6,391,67,Shortlisted,85.0,31.0,High Fit,Shortlisted
13,65.2,0,11,693,386,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,62.4,1,12,564,402,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,59.6,0,8,336,168,Rejected,2.0,197.0,Low Fit,Rejected
15,73.8,1,12,789,517,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,64.9,2,11,741,254,Shortlisted,93.5,14.0,High Fit,Shortlisted
8,50.6,0,8,390,263,Shortlisted,91.0,19.0,High Fit,Shortlisted
5,62.6,0,8,416,213,Rejected,15.0,171.0,Low Fit,Rejected
15,100.0,0,14,741,490,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,0,19,713,504,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,99.9,0,21,884,695,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,67.3,1,4,502,95,Rejected,1.0,199.0,Low Fit,Rejected
14,55.7,1,22,900,623,Shortlisted,96.5,8.0,High Fit,Shortlisted
9,75.1,0,18,844,612,Shortlisted,98.0,5.0,High Fit,Shortlisted
13,73.7,0,14,662,522,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,44.6,2,5,440,200,Rejected,2.5,196.0,Low Fit,Rejected
9,56.4,0,15,653,469,Shortlisted,99.5,2.0,High Fit,Shortlisted
4,71.0,1,11,374,248,Rejected,17.0,167.0,Low Fit,Rejected
14,77.1,0,16,872,490,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,57.4,0,11,684,408,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,65.5,1,10,700,373,Shortlisted,99.0,3.0,High Fit,Shortlisted
0,61.8,0,4,498,65,Rejected,0.0,201.0,,Rejected
4,55.4,0,5,221,195,Rejected,2.5,196.0,Low Fit,Rejected
0,39.3,0,8,336,205,Rejected,1.0,199.0,Low Fit,Rejected
8,63.4,2,12,588,441,Shortlisted,99.0,3.0,High Fit,Shortlisted
15,100.0,2,20,722,577,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,38.3,0,12,585,341,Shortlisted,81.5,38.0,High Fit,Shortlisted
2,57.5,0,7,216,279,Rejected,4.0,193.0,Low Fit,Rejected
8,75.5,2,17,535,467,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,51.9,2,5,488,14,Rejected,0.0,201.0,,Rejected
11,72.6,3,19,642,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,79.8,1,4,547,134,Shortlisted,77.5,46.0,Medium Fit,Shortlisted
8,88.2,0,8,556,307,Shortlisted,97.5,6.0,High Fit,Shortlisted
5,72.8,2,6,523,246,Shortlisted,89.5,22.0,High Fit,Shortlisted
9,71.1,2,13,417,451,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,62.7,1,5,479,166,Rejected,2.5,196.0,Low Fit,Rejected
11,89.3,2,16,714,435,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,67.8,0,2,514,162,Shortlisted,77.0,47.0,Medium Fit,Shortlisted
13,85.5,1,14,803,521,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,80.2,0,22,629,631,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,38.2,0,11,826,452,Shortlisted,86.0,29.0,High Fit,Shortlisted
5,68.3,2,8,557,304,Shortlisted,95.0,11.0,High Fit,Shortlisted
4,79.5,2,3,521,86,Rejected,48.0,105.0,Low Fit,Rejected
13,87.7,2,15,826,595,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,64.7,0,10,357,274,Shortlisted,71.5,58.0,Medium Fit,Shortlisted
7,62.9,1,6,611,240,Rejected,13.5,174.0,Low Fit,Rejected
14,82.6,0,10,767,378,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,84.1,0,10,654,449,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,100.0,2,8,438,282,Shortlisted,98.0,5.0,High Fit,Shortlisted
5,80.1,0,3,448,101,Shortlisted,17.5,166.0,Low Fit,Rejected
4,76.1,0,6,336,192,Shortlisted,78.0,45.0,Medium Fit,Shortlisted
4,68.6,0,8,569,135,Rejected,14.0,173.0,Low Fit,Rejected
8,53.5,0,9,465,236,Shortlisted,93.0,15.0,High Fit,Shortlisted
0,79.6,2,7,150,110,Rejected,9.5,182.0,Low Fit,Rejected
15,100.0,0,13,900,539,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,82.7,2,8,746,281,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,70.6,2,15,631,366,Shortlisted,99.0,3.0,High Fit,Shortlisted
3,71.7,0,4,395,83,Rejected,3.5,194.0,Low Fit,Rejected
9,72.0,0,13,445,396,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,98.2,2,16,894,542,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,52.4,1,9,522,209,Rejected,18.0,165.0,Low Fit,Rejected
8,48.6,2,13,571,411,Shortlisted,98.0,5.0,High Fit,Shortlisted
4,47.5,0,8,432,216,Rejected,2.0,197.0,Low Fit,Rejected
13,85.6,0,12,770,581,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,68.5,3,6,268,226,Rejected,23.0,155.0,Low Fit,Rejected
7,73.0,2,8,323,240,Rejected,32.5,136.0,Low Fit,Rejected
6,50.1,0,9,584,313,Rejected,21.0,159.0,Low Fit,Rejected
12,81.5,1,21,777,576,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,66.0,0,10,900,352,Shortlisted,92.5,16.0,High Fit,Shortlisted
7,82.7,2,11,540,296,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,56.3,0,15,660,336,Shortlisted,97.5,6.0,High Fit,Shortlisted
11,66.9,0,13,684,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,68.4,3,9,583,227,Shortlisted,79.0,43.0,Medium Fit,Shortlisted
1,68.1,0,5,313,114,Rejected,2.0,197.0,Low Fit,Rejected
8,66.6,0,4,326,142,Shortlisted,81.0,39.0,High Fit,Shortlisted
2,71.6,2,7,446,120,Shortlisted,62.5,76.0,Medium Fit,Shortlisted
5,84.6,0,13,412,392,Shortlisted,99.0,3.0,High Fit,Shortlisted
15,100.0,0,19,900,656,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,71.0,0,9,619,123,Rejected,7.0,187.0,Low Fit,Rejected
1,50.5,3,9,309,274,Shortlisted,38.0,125.0,Low Fit,Rejected
11,98.3,0,17,784,442,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,100.0,0,17,632,523,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,72.4,2,14,449,464,Shortlisted,99.0,3.0,High Fit,Shortlisted
8,88.8,1,5,540,186,Shortlisted,89.5,22.0,High Fit,Shortlisted
11,88.2,2,12,714,385,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,50.6,0,15,873,548,Shortlisted,97.0,7.0,High Fit,Shortlisted
10,71.8,2,13,639,349,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,53.7,2,7,335,98,Rejected,1.5,198.0,Low Fit,Rejected
7,69.8,2,19,595,511,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,45.5,0,9,527,210,Rejected,1.0,199.0,Low Fit,Rejected
13,72.8,2,19,900,526,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,77.7,0,2,385,108,Rejected,1.5,198.0,Low Fit,Rejected
7,49.2,2,9,418,260,Shortlisted,78.0,45.0,Medium Fit,Shortlisted
1,48.6,0,3,242,23,Rejected,0.0,201.0,,Rejected
5,72.3,1,7,369,220,Rejected,12.0,177.0,Low Fit,Rejected
14,72.6,1,12,729,347,Shortlisted,98.5,4.0,High Fit,Shortlisted
5,73.5,0,9,406,137,Shortlisted,68.5,64.0,Medium Fit,Shortlisted
4,55.0,1,6,733,286,Rejected,6.5,188.0,Low Fit,Rejected
15,97.8,2,19,900,560,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,55.9,0,10,765,265,Rejected,21.5,158.0,Low Fit,Rejected
2,37.4,2,6,432,191,Rejected,0.0,201.0,,Rejected
15,77.0,1,17,781,549,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,54.7,0,9,667,414,Shortlisted,98.0,5.0,High Fit,Shortlisted
9,74.5,0,14,619,365,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,68.4,0,22,766,521,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,46.6,0,6,472,174,Rejected,0.0,201.0,,Rejected
6,99.1,3,9,573,258,Shortlisted,98.5,4.0,High Fit,Shortlisted
14,89.6,0,18,900,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,68.2,2,20,900,599,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,68.8,0,6,495,171,Rejected,49.0,103.0,Low Fit,Rejected
15,89.1,2,19,529,655,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,50.5,0,18,491,624,Shortlisted,98.5,4.0,High Fit,Shortlisted
11,92.2,3,17,777,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,97.8,0,23,563,582,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,60.7,1,10,735,315,Shortlisted,89.0,23.0,High Fit,Shortlisted
1,55.1,0,3,440,191,Rejected,1.0,199.0,Low Fit,Rejected
10,69.1,0,8,522,377,Shortlisted,98.0,5.0,High Fit,Shortlisted
11,85.3,0,10,616,356,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,55.8,0,4,188,101,Rejected,0.0,201.0,,Rejected
15,88.1,2,15,749,549,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,46.9,1,8,308,220,Rejected,7.5,186.0,Low Fit,Rejected
15,100.0,0,12,592,565,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,77.6,0,12,777,338,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,89.8,2,13,412,427,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,81.0,1,11,599,329,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,38.9,2,12,707,345,Shortlisted,67.5,66.0,Medium Fit,Shortlisted
9,65.4,1,6,436,464,Shortlisted,86.5,28.0,High Fit,Shortlisted
11,62.2,0,11,473,415,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,88.2,0,10,702,356,Shortlisted,98.5,4.0,High Fit,Shortlisted
12,70.0,3,15,900,449,Shortlisted,99.5,2.0,High Fit,Shortlisted
12,88.9,0,14,672,335,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,78.4,0,10,425,369,Rejected,62.5,76.0,Medium Fit,Shortlisted
8,81.5,2,10,695,354,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,85.6,0,15,836,486,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,81.3,2,12,817,448,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,67.1,3,6,629,197,Rejected,13.5,174.0,Low Fit,Rejected
11,66.9,3,13,675,382,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,68.2,0,9,519,222,Rejected,36.0,129.0,Low Fit,Rejected
9,91.3,0,8,421,318,Shortlisted,98.0,5.0,High Fit,Shortlisted
8,67.9,3,10,383,213,Shortlisted,99.0,3.0,High Fit,Shortlisted
15,83.3,1,9,781,339,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,65.9,0,8,531,174,Rejected,15.0,171.0,Low Fit,Rejected
2,66.2,0,7,283,248,Rejected,11.0,179.0,Low Fit,Rejected
9,67.5,0,10,770,288,Shortlisted,88.5,24.0,High Fit,Shortlisted
8,58.4,3,13,582,369,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,54.4,2,14,437,284,Shortlisted,95.5,10.0,High Fit,Shortlisted
3,28.7,0,9,384,201,Rejected,0.5,200.0,Low Fit,Rejected
15,100.0,2,16,831,501,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,89.5,0,6,724,195,Shortlisted,91.5,18.0,High Fit,Shortlisted
3,67.0,2,8,463,204,Shortlisted,63.0,75.0,Medium Fit,Shortlisted
15,77.0,0,8,900,404,Shortlisted,94.5,12.0,High Fit,Shortlisted
7,69.1,0,11,644,207,Shortlisted,88.5,24.0,High Fit,Shortlisted
6,69.1,0,12,376,441,Shortlisted,87.5,26.0,High Fit,Shortlisted
0,49.7,0,3,495,70,Rejected,0.0,201.0,,Rejected
15,80.3,0,18,700,523,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,87.1,0,11,505,360,Shortlisted,97.5,6.0,High Fit,Shortlisted
7,60.2,3,9,496,164,Shortlisted,98.0,5.0,High Fit,Shortlisted
2,83.9,3,6,523,228,Shortlisted,86.5,28.0,High Fit,Shortlisted
13,63.0,2,12,900,482,Shortlisted,99.5,2.0,High Fit,Shortlisted
8,100.0,2,10,441,274,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,47.2,3,8,624,301,Shortlisted,97.0,7.0,High Fit,Shortlisted
1,70.2,2,4,316,95,Rejected,0.5,200.0,Low Fit,Rejected
13,73.6,0,13,870,439,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,68.7,2,7,420,181,Shortlisted,86.0,29.0,High Fit,Shortlisted
11,81.2,2,9,778,315,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,66.6,0,5,491,121,Rejected,1.5,198.0,Low Fit,Rejected
11,50.1,0,10,618,394,Shortlisted,96.0,9.0,High Fit,Shortlisted
10,77.0,0,14,702,528,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,95.8,3,19,900,641,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,53.3,2,6,315,149,Rejected,0.0,201.0,,Rejected
15,89.6,2,20,734,679,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,81.3,2,19,841,537,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,89.8,0,11,713,369,Shortlisted,99.0,3.0,High Fit,Shortlisted
4,74.7,2,10,379,324,Shortlisted,97.0,7.0,High Fit,Shortlisted
0,60.8,0,3,421,52,Rejected,0.5,200.0,Low Fit,Rejected
7,81.4,0,9,622,261,Shortlisted,95.0,11.0,High Fit,Shortlisted
0,80.0,2,9,190,90,Rejected,5.0,191.0,Low Fit,Rejected
